CUENTA,CARRERA,FACULTAD,MATERIA,NOMBRE MATERIA,SECCION,HORA CLASE,AULA,
12311019,I-2I,FACULTAD DE INGENIERÍA,CCC207,PROGRAMACIÓN PARA INGENIERÍA,1566,01:00 PM,03/309,
12241141,I-2K,FACULTAD DE INGENIERÍA,CCC207,PROGRAMACIÓN PARA INGENIERÍA,1566,01:00 PM,03/309,
12311163,I-12,FACULTAD DE INGENIERÍA,CCC207,PROGRAMACIÓN PARA INGENIERÍA,1566,01:00 PM,03/309,
12041210,I-2J,FACULTAD DE INGENIERÍA,CCC207,PROGRAMACIÓN PARA INGENIERÍA,1566,01:00 PM,03/309,
12111315,I-12,FACULTAD DE INGENIERÍA,CCC207,PROGRAMACIÓN PARA INGENIERÍA,1566,01:00 PM,03/309,
12011034,I-12,FACULTAD DE INGENIERÍA,CCC207,PROGRAMACIÓN PARA INGENIERÍA,1566,01:00 PM,03/309,
12041143,I-12,FACULTAD DE INGENIERÍA,CCC207,PROGRAMACIÓN PARA INGENIERÍA,1566,01:00 PM,03/309,
12141018,I-12,FACULTAD DE INGENIERÍA,CCC207,PROGRAMACIÓN PARA INGENIERÍA,1566,01:00 PM,03/309,
12041298,I-12,FACULTAD DE INGENIERÍA,CCC207,PROGRAMACIÓN PARA INGENIERÍA,1566,01:00 PM,03/309,
12141218,I-12,FACULTAD DE INGENIERÍA,CCC207,PROGRAMACIÓN PARA INGENIERÍA,1566,01:00 PM,03/309,
12341056,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12241029,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12341076,I-14,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12341097,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12311206,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12311147,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12311121,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12311192,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12321081,I-14,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12341131,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12341129,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12311091,I-14,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12341344,I-14,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12311105,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12341202,I-14,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12341190,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12341284,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12241191,I-14,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
10941366,I-14,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12141148,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12341024,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12341275,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12311402,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12341345,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12221034,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12241235,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12321039,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12111130,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12341335,I-14,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12341244,I-14,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12251003,I-1,FACULTAD DE INGENIERÍA,CCC208,PROGRAMACIÓN III,1577,01:00 PM,05/408,
12241116,I-14,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12251125,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12151049,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12251021,I-14,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12241145,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12241089,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12311150,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12241104,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12311148,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12241144,I-14,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
22141153,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12311242,I-14,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12211082,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
11811308,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12311018,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12141038,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12311157,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12111221,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12251169,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12311132,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12241242,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12241263,I-14,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12311155,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12151024,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12251150,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12141186,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12241250,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12111113,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12211249,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12211056,I-1,FACULTAD DE INGENIERÍA,CCC211,ESTRUCTURA DATOS II,1570,01:00 PM,03/405,
12341095,I-5,FACULTAD DE INGENIERÍA,CCC214,PROGRAMACIÓN C++,1375,01:00 PM,06/303,
12341406,I-5,FACULTAD DE INGENIERÍA,CCC214,PROGRAMACIÓN C++,1375,01:00 PM,06/303,
12251103,I-5,FACULTAD DE INGENIERÍA,CCC214,PROGRAMACIÓN C++,1375,01:00 PM,06/303,
11941389,I-04,FACULTAD DE INGENIERÍA,CCC214,PROGRAMACIÓN C++,1375,01:00 PM,06/303,
12251123,I-5,FACULTAD DE INGENIERÍA,CCC214,PROGRAMACIÓN C++,1375,01:00 PM,06/303,
12251111,I-5,FACULTAD DE INGENIERÍA,CCC214,PROGRAMACIÓN C++,1375,01:00 PM,06/303,
12311161,I-5,FACULTAD DE INGENIERÍA,CCC214,PROGRAMACIÓN C++,1375,01:00 PM,06/303,
11941218,I-5,FACULTAD DE INGENIERÍA,CCC214,PROGRAMACIÓN C++,1375,01:00 PM,06/303,
11921042,I-5,FACULTAD DE INGENIERÍA,CCC214,PROGRAMACIÓN C++,1375,01:00 PM,06/303,
11611070,I-5,FACULTAD DE INGENIERÍA,CCC214,PROGRAMACIÓN C++,1375,01:00 PM,06/303,
12311190,I-04,FACULTAD DE INGENIERÍA,CCC214,PROGRAMACIÓN C++,1375,01:00 PM,06/303,
12341328,I-5,FACULTAD DE INGENIERÍA,CCC214,PROGRAMACIÓN C++,1375,01:00 PM,06/303,
11841404,I-10,FACULTAD DE INGENIERÍA,CCC214,PROGRAMACIÓN C++,1375,01:00 PM,06/303,
11941030,I-5,FACULTAD DE INGENIERÍA,CCC214,PROGRAMACIÓN C++,1375,01:00 PM,06/303,
11621040,L-24,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y SOCIALES,CCC216,LÓGICA DE LA PROGRAMACIÓN,1562,08:30 AM,03/411,
12211162,L-12,ESCUELA DE ARTE Y DISEÑO,CCC216,LÓGICA DE LA PROGRAMACIÓN,1562,08:30 AM,03/411,
12241369,L-02,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y SOCIALES,CCC216,LÓGICA DE LA PROGRAMACIÓN,1562,08:30 AM,03/411,
12211089,L04,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y SOCIALES,CCC216,LÓGICA DE LA PROGRAMACIÓN,1562,08:30 AM,03/411,
32241050,L-02,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y SOCIALES,CCC216,LÓGICA DE LA PROGRAMACIÓN,1562,08:30 AM,03/411,
11951016,L-24,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y SOCIALES,CCC216,LÓGICA DE LA PROGRAMACIÓN,1562,08:30 AM,03/411,
11851003,L-24,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y SOCIALES,CCC216,LÓGICA DE LA PROGRAMACIÓN,1562,08:30 AM,03/411,
12051048,L-24,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y SOCIALES,CCC216,LÓGICA DE LA PROGRAMACIÓN,1562,08:30 AM,03/411,
12251136,L-02,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y SOCIALES,CCC216,LÓGICA DE LA PROGRAMACIÓN,1562,08:30 AM,03/411,
12241140,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
12241006,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
12241079,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
12241001,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
12141190,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
12151028,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
12241127,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
12011121,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
12241115,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
12251153,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
11811144,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
11941328,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
12211012,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
12211292,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
12241415,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
12211079,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
12241007,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
12141356,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
12141026,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
11911295,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
12241172,I-14,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
11811146,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
12041196,I-1,FACULTAD DE INGENIERÍA,CCC304,TEORÍA DE BASE DE DATOS II,1567,03:40 PM,03/303,
12111141,I-1,FACULTAD DE INGENIERÍA,CCC308,INGENIERÍA SOFTWARE I,1569,05:10 PM,03/307,
12041206,I-1,FACULTAD DE INGENIERÍA,CCC308,INGENIERÍA SOFTWARE I,1569,05:10 PM,03/307,
12051024,I-1,FACULTAD DE INGENIERÍA,CCC308,INGENIERÍA SOFTWARE I,1569,05:10 PM,03/307,
12141141,I-1,FACULTAD DE INGENIERÍA,CCC308,INGENIERÍA SOFTWARE I,1569,05:10 PM,03/307,
12141139,I-1,FACULTAD DE INGENIERÍA,CCC308,INGENIERÍA SOFTWARE I,1569,05:10 PM,03/307,
12141157,I-1,FACULTAD DE INGENIERÍA,CCC308,INGENIERÍA SOFTWARE I,1569,05:10 PM,03/307,
12141153,I-1,FACULTAD DE INGENIERÍA,CCC308,INGENIERÍA SOFTWARE I,1569,05:10 PM,03/307,
12011305,I-1,FACULTAD DE INGENIERÍA,CCC308,INGENIERÍA SOFTWARE I,1569,05:10 PM,03/307,
12141146,I-1,FACULTAD DE INGENIERÍA,CCC308,INGENIERÍA SOFTWARE I,1569,05:10 PM,03/307,
10941233,I-1,FACULTAD DE INGENIERÍA,CCC308,INGENIERÍA SOFTWARE I,1569,05:10 PM,03/307,
12041196,I-1,FACULTAD DE INGENIERÍA,CCC308,INGENIERÍA SOFTWARE I,1569,05:10 PM,03/307,
11941145,I-1,FACULTAD DE INGENIERÍA,CCC308,INGENIERÍA SOFTWARE I,1569,05:10 PM,03/307,
12141043,I-1,FACULTAD DE INGENIERÍA,CCC403,ORGANIZACIÓN DE COMPUTADORAS,1691,08:30 AM,03/206,
12111308,I-1,FACULTAD DE INGENIERÍA,CCC403,ORGANIZACIÓN DE COMPUTADORAS,1691,08:30 AM,03/206,
12151028,I-1,FACULTAD DE INGENIERÍA,CCC403,ORGANIZACIÓN DE COMPUTADORAS,1691,08:30 AM,03/206,
12051024,I-1,FACULTAD DE INGENIERÍA,CCC403,ORGANIZACIÓN DE COMPUTADORAS,1691,08:30 AM,03/206,
12111186,I-1,FACULTAD DE INGENIERÍA,CCC403,ORGANIZACIÓN DE COMPUTADORAS,1691,08:30 AM,03/206,
12251153,I-1,FACULTAD DE INGENIERÍA,CCC403,ORGANIZACIÓN DE COMPUTADORAS,1691,08:30 AM,03/206,
32211027,I-14,FACULTAD DE INGENIERÍA,CCC403,ORGANIZACIÓN DE COMPUTADORAS,1691,08:30 AM,03/206,
12141095,I-14,FACULTAD DE INGENIERÍA,CCC403,ORGANIZACIÓN DE COMPUTADORAS,1691,08:30 AM,03/206,
11941328,I-1,FACULTAD DE INGENIERÍA,CCC403,ORGANIZACIÓN DE COMPUTADORAS,1691,08:30 AM,03/206,
11911042,I-1,FACULTAD DE INGENIERÍA,CCC403,ORGANIZACIÓN DE COMPUTADORAS,1691,08:30 AM,03/206,
12141356,I-1,FACULTAD DE INGENIERÍA,CCC403,ORGANIZACIÓN DE COMPUTADORAS,1691,08:30 AM,03/206,
12141153,I-1,FACULTAD DE INGENIERÍA,CCC403,ORGANIZACIÓN DE COMPUTADORAS,1691,08:30 AM,03/206,
12011305,I-1,FACULTAD DE INGENIERÍA,CCC403,ORGANIZACIÓN DE COMPUTADORAS,1691,08:30 AM,03/206,
12041044,I-1,FACULTAD DE INGENIERÍA,CCC417,GOBERNABILIDAD TEC INFO,1791,02:20 PM,03/309,
12011123,I-1,FACULTAD DE INGENIERÍA,CCC417,GOBERNABILIDAD TEC INFO,1791,02:20 PM,03/309,
12041203,I-1,FACULTAD DE INGENIERÍA,CCC417,GOBERNABILIDAD TEC INFO,1791,02:20 PM,03/309,
12051132,I-1,FACULTAD DE INGENIERÍA,CCC417,GOBERNABILIDAD TEC INFO,1791,02:20 PM,03/309,
12141043,I-1,FACULTAD DE INGENIERÍA,CCC417,GOBERNABILIDAD TEC INFO,1791,02:20 PM,03/309,
12151124,I-1,FACULTAD DE INGENIERÍA,CCC417,GOBERNABILIDAD TEC INFO,1791,02:20 PM,03/309,
12111308,I-1,FACULTAD DE INGENIERÍA,CCC417,GOBERNABILIDAD TEC INFO,1791,02:20 PM,03/309,
11941043,I-1,FACULTAD DE INGENIERÍA,CCC417,GOBERNABILIDAD TEC INFO,1791,02:20 PM,03/309,
12011231,I-1,FACULTAD DE INGENIERÍA,CCC417,GOBERNABILIDAD TEC INFO,1791,02:20 PM,03/309,
12041292,I-1,FACULTAD DE INGENIERÍA,CCC417,GOBERNABILIDAD TEC INFO,1791,02:20 PM,03/309,
11911042,I-1,FACULTAD DE INGENIERÍA,CCC417,GOBERNABILIDAD TEC INFO,1791,02:20 PM,03/309,
31641572,I-1,FACULTAD DE INGENIERÍA,CCC417,GOBERNABILIDAD TEC INFO,1791,02:20 PM,03/309,
11921012,I-1,FACULTAD DE INGENIERÍA,CCC417,GOBERNABILIDAD TEC INFO,1791,02:20 PM,03/309,
12141019,I-14,FACULTAD DE INGENIERÍA,CDD302,ÉTICA LEGISLACIÓN DE DATOS,1572,10:10 AM,03/206,
12111170,I-14,FACULTAD DE INGENIERÍA,CDD302,ÉTICA LEGISLACIÓN DE DATOS,1572,10:10 AM,03/206,
12141095,I-14,FACULTAD DE INGENIERÍA,CDD302,ÉTICA LEGISLACIÓN DE DATOS,1572,10:10 AM,03/206,
12211369,I-14,FACULTAD DE INGENIERÍA,CDD302,ÉTICA LEGISLACIÓN DE DATOS,1572,10:10 AM,03/206,
12341167,I-12,FACULTAD DE INGENIERÍA,CIV103,DIBUJO PARA INGENIERÍA,1952,11:30 AM,06/303,
12341023,I-12,FACULTAD DE INGENIERÍA,CIV103,DIBUJO PARA INGENIERÍA,1952,11:30 AM,06/303,
12251080,I-12,FACULTAD DE INGENIERÍA,CIV103,DIBUJO PARA INGENIERÍA,1952,11:30 AM,06/303,
12251096,I-2I,FACULTAD DE INGENIERÍA,CIV104,DIBUJO PARA INGENIERÍA,1248,02:20 PM,02/407,
12241141,I-2K,FACULTAD DE INGENIERÍA,CIV104,DIBUJO PARA INGENIERÍA,1248,02:20 PM,02/407,
12341461,I-3,FACULTAD DE INGENIERÍA,CIV104,DIBUJO PARA INGENIERÍA,1248,02:20 PM,02/407,
12311297,I-3,FACULTAD DE INGENIERÍA,CIV104,DIBUJO PARA INGENIERÍA,1248,02:20 PM,02/407,
12221001,I-3,FACULTAD DE INGENIERÍA,CIV104,DIBUJO PARA INGENIERÍA,1248,02:20 PM,02/407,
12311355,I-3,FACULTAD DE INGENIERÍA,CIV104,DIBUJO PARA INGENIERÍA,1248,02:20 PM,02/407,
12211288,I-3,FACULTAD DE INGENIERÍA,CIV104,DIBUJO PARA INGENIERÍA,1248,02:20 PM,02/407,
12311378,I-3,FACULTAD DE INGENIERÍA,CIV104,DIBUJO PARA INGENIERÍA,1248,02:20 PM,02/407,
12011319,I-3,FACULTAD DE INGENIERÍA,CIV104,DIBUJO PARA INGENIERÍA,1248,02:20 PM,02/407,
12211366,I-3,FACULTAD DE INGENIERÍA,CIV202,ANÁLISIS NUMÉRICO,1903,01:00 PM,03/407,
12111203,I-3,FACULTAD DE INGENIERÍA,CIV202,ANÁLISIS NUMÉRICO,1903,01:00 PM,03/407,
11911229,I-3,FACULTAD DE INGENIERÍA,CIV202,ANÁLISIS NUMÉRICO,1903,01:00 PM,03/407,
11411067,I-3,FACULTAD DE INGENIERÍA,CIV202,ANÁLISIS NUMÉRICO,1903,01:00 PM,03/407,
11711191,I-3,FACULTAD DE INGENIERÍA,CIV202,ANÁLISIS NUMÉRICO,1903,01:00 PM,03/407,
12241229,I-2I,FACULTAD DE INGENIERÍA,CIV301,ESTÁTICA,1229,07:00 AM,03/203,
12211324,I-5,FACULTAD DE INGENIERÍA,CIV301,ESTÁTICA,1229,07:00 AM,03/203,
12241018,I-5,FACULTAD DE INGENIERÍA,CIV301,ESTÁTICA,1229,07:00 AM,03/203,
12211164,I-5,FACULTAD DE INGENIERÍA,CIV301,ESTÁTICA,1229,07:00 AM,03/203,
12241224,I-11,ESCUELA DE ARTE Y DISEÑO,CIV301,ESTÁTICA,1229,07:00 AM,03/203,
12141002,I-5,FACULTAD DE INGENIERÍA,CIV301,ESTÁTICA,1229,07:00 AM,03/203,
12211085,I-2I,FACULTAD DE INGENIERÍA,CIV301,ESTÁTICA,1229,07:00 AM,03/203,
11941131,I-2I,FACULTAD DE INGENIERÍA,CIV301,ESTÁTICA,1229,07:00 AM,03/203,
12211107,I-12,FACULTAD DE INGENIERÍA,CIV301,ESTÁTICA,1229,07:00 AM,03/203,
12141315,I-11,ESCUELA DE ARTE Y DISEÑO,CIV301,ESTÁTICA,1229,07:00 AM,03/203,
11941311,I-3,FACULTAD DE INGENIERÍA,CIV301,ESTÁTICA,1229,07:00 AM,03/203,
318111258,I-2I,FACULTAD DE INGENIERÍA,CIV301,ESTÁTICA,1229,07:00 AM,03/203,
12141211,I-2J,FACULTAD DE INGENIERÍA,CIV302,RESISTENCIA DE MATERIALES I,1228,07:00 AM,03/302,
12111018,I-2I,FACULTAD DE INGENIERÍA,CIV302,RESISTENCIA DE MATERIALES I,1228,07:00 AM,03/302,
12011075,I-5,FACULTAD DE INGENIERÍA,CIV302,RESISTENCIA DE MATERIALES I,1228,07:00 AM,03/302,
12141200,I-2I,FACULTAD DE INGENIERÍA,CIV302,RESISTENCIA DE MATERIALES I,1228,07:00 AM,03/302,
12221013,I-5,FACULTAD DE INGENIERÍA,CIV302,RESISTENCIA DE MATERIALES I,1228,07:00 AM,03/302,
12211197,I-3,FACULTAD DE INGENIERÍA,CIV302,RESISTENCIA DE MATERIALES I,1228,07:00 AM,03/302,
11911010,I-5,FACULTAD DE INGENIERÍA,CIV302,RESISTENCIA DE MATERIALES I,1228,07:00 AM,03/302,
12141227,I-2I,FACULTAD DE INGENIERÍA,CIV302,RESISTENCIA DE MATERIALES I,1228,07:00 AM,03/302,
12111204,I-3,FACULTAD DE INGENIERÍA,CIV302,RESISTENCIA DE MATERIALES I,1228,07:00 AM,03/302,
11851045,I-2J,FACULTAD DE INGENIERÍA,CIV302,RESISTENCIA DE MATERIALES I,1228,07:00 AM,03/302,
11921036,I-5,FACULTAD DE INGENIERÍA,CIV302,RESISTENCIA DE MATERIALES I,1228,07:00 AM,03/302,
11911071,I-2K,FACULTAD DE INGENIERÍA,CIV302,RESISTENCIA DE MATERIALES I,1228,07:00 AM,03/302,
12251071,I-3,FACULTAD DE INGENIERÍA,CIV310,ANÁLISIS HIPERESTÁTICO I,1919,08:30 AM,03/205,
12111131,I-3,FACULTAD DE INGENIERÍA,CIV310,ANÁLISIS HIPERESTÁTICO I,1919,08:30 AM,03/205,
12111203,I-3,FACULTAD DE INGENIERÍA,CIV310,ANÁLISIS HIPERESTÁTICO I,1919,08:30 AM,03/205,
12051120,I-3,FACULTAD DE INGENIERÍA,CIV310,ANÁLISIS HIPERESTÁTICO I,1919,08:30 AM,03/205,
12041345,I-3,FACULTAD DE INGENIERÍA,CIV310,ANÁLISIS HIPERESTÁTICO I,1919,08:30 AM,03/205,
12011005,I-3,FACULTAD DE INGENIERÍA,CIV310,ANÁLISIS HIPERESTÁTICO I,1919,08:30 AM,03/205,
11841151,I-3,FACULTAD DE INGENIERÍA,CIV310,ANÁLISIS HIPERESTÁTICO I,1919,08:30 AM,03/205,
12041139,I-3,FACULTAD DE INGENIERÍA,CIV311,MECÁNICA DE SUELOS II,1226,07:00 AM,03/303,
11941036,I-3,FACULTAD DE INGENIERÍA,CIV311,MECÁNICA DE SUELOS II,1226,07:00 AM,03/303,
12111203,I-3,FACULTAD DE INGENIERÍA,CIV311,MECÁNICA DE SUELOS II,1226,07:00 AM,03/303,
12141133,I-3,FACULTAD DE INGENIERÍA,CIV311,MECÁNICA DE SUELOS II,1226,07:00 AM,03/303,
12051120,I-3,FACULTAD DE INGENIERÍA,CIV311,MECÁNICA DE SUELOS II,1226,07:00 AM,03/303,
12311301,I-3,FACULTAD DE INGENIERÍA,CIV311,MECÁNICA DE SUELOS II,1226,07:00 AM,03/303,
11841151,I-3,FACULTAD DE INGENIERÍA,CIV311,MECÁNICA DE SUELOS II,1226,07:00 AM,03/303,
12041200,I-3,FACULTAD DE INGENIERÍA,CIV312,ESTRUCTURA DE CONCRETO II,1252,05:10 PM,03/206,
11811121,I-3,FACULTAD DE INGENIERÍA,CIV312,ESTRUCTURA DE CONCRETO II,1252,05:10 PM,03/206,
12041174,I-3,FACULTAD DE INGENIERÍA,CIV312,ESTRUCTURA DE CONCRETO II,1252,05:10 PM,03/206,
11941108,I-3,FACULTAD DE INGENIERÍA,CIV312,ESTRUCTURA DE CONCRETO II,1252,05:10 PM,03/206,
12011190,I-3,FACULTAD DE INGENIERÍA,CIV312,ESTRUCTURA DE CONCRETO II,1252,05:10 PM,03/206,
12041208,I-3,FACULTAD DE INGENIERÍA,CIV312,ESTRUCTURA DE CONCRETO II,1252,05:10 PM,03/206,
12041140,I-3,FACULTAD DE INGENIERÍA,CIV312,ESTRUCTURA DE CONCRETO II,1252,05:10 PM,03/206,
